id,text,coding,sentiment
"""1465718878311485441""","Yeah we knew this already but here we are...COVID-19 can enter placenta, cause stillbirth - new Israeli study - The Jerusalem Post https://t.co/pdDReFASIJ",,
"""1465718880576360462""",Sounds like somebody has a new and persistent cough in the press conference #COVID19 #covidvariant #Covid_19,,
"""1465718880547094529""",Covid LIVE: Screw turned on restrictions as new face mask rules approved in Commons https://t.co/pSXG054Inw https://t.co/Z8tY4MLMuC,,
"""1465718886633029642""","We should probably limit social gathering over Xmas to protect NHS from other infectious diseases, let alone Covid19. Given the massive waiting list for treatment of other lethal diseases.",,
"""1465718884099624964""","COVID-19 pandemic sickness, caregiving benefits to cost feds $873M: PBO  https://t.co/hQyYrDKOmg via @CTVNews",,
"""1465718883495682049""","On the my account and covid crb application it had showed pending all along now it has changed to finalized what does that mean can't seem to find out the reason, thanks",,
"""1465718885244624900""",This new covid update is making me both angry and nervous at the same time ;/,,
"""1465718890726449156""",How are insurance companies handling vaccine adverse reactions and deaths?,,
"""1465718891150077956""","Politics, Not Science, Is Dictating Biden's COVID Decisions  PJ Media https://t.co/bz1OeN7LHy",,
"""1465718892584710147""","Adele is doing a weekend residency in Las Vegas for 4 months starting in January.Why are flights to Vegas so expensive?Please fix this covid, @AirCanada and @WestJet.Thank you.",,
"""1465718892702023680""",Then why put this out there without facts? Its all part of the playbook weve seen the past year plus. Doctors hope Omicron causes milder cases of COVID  but its still too early to say - STAT https://t.co/DRxTI4IkoR,,
"""1465718891867303942""",I held my stocks through the Covid crash and the dozens of new Variants of the virus. But Omicron is the last straw. Just dumped everything and went 100% short the market.,,
"""1465718899413032972""","Opinion | Florida, Iowa, Kansas, Tennessee pay people not to get vaccinated - The Washington Post https://t.co/pcxF675qsQ",,
"""1465718899995992068""","DUBAI, Nov 30 (Reuters) A major hit to the peak Dec travel season because of the Omicron variant of the coronavirus wd cause 'significant traumas' in the global aviation business, Emirates airline President Tim Clark said on Tues. Next few wks critical as scientists assess risks",,
"""1465718897374638093""",Regeneron Antibody Treatment May Not Be as Effective Against New Omicron Covid Variant https://t.co/WvaoOj6zsY,,
"""1465718898301542402""","Yet to hear of a civil society organisation or public interest orgs/law firms with a vaccine mandate. We are meant to be examples to society, champions of human rights, leaders in all things morally and ethically right. Its time.",,
"""1465718900411097091""",SPOILER ALERT: there will continue to be new COVID variants until we reach the final strain of the virus called COMMUNISM. Wake up Sheeple.,,
"""1465718903624118283""","The latest The motivational, founder, teacher, ministry, youth minister, minister of music Daily! https://t.co/aNxxTSgVIF Thanks to @GabrielMariya @NewsNigeria_ #education #covid19",,
"""1465718904307732482""",Fancy coughing all the way through the briefing  #COVID19 #Briefing,,
"""1465718900923023361""",The Latest Covid Variant https://t.co/gvRbk0al4B,,
